1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
2.0,0.0,1.0,37.0,12.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,35.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1.0
1.0,1.0,1.0,37.0,37.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,3.0,38.0,123.0,171.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,37.0,38.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,16.2,0.3,-0.92,1.0
1.0,1.0,1.0,37.0,38.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
2.0,1.0,1.0,37.0,37.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,3.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,8.9,1.4,3.51,1.0
1.0,1.0,1.0,38.0,38.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,38.0,37.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,19.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,4.0,0.0,10.8,1.4,1.74,1.0
1.0,0.0,1.0,3.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,1.0,19.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
2.0,1.0,1.0,37.0,37.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,37.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,19.0,37.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,1.0,38.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,1.0,38.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,37.0,37.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,13.9,-0.3,0.79,1.0
1.0,1.0,1.0,37.0,19.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,19.0,19.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,19.0,38.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,19.0,19.0,3.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,1.0,38.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,0.0,2.0,1.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,19.0,38.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,12.4,0.5,1.79,1.0
1.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,0.0,1.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,19.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,34.0,3.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,19.0,3.0,4.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,19.0,2.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,22.0,2.0,19.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,40.0,43.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,2.0,3.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,15.0,16.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,12.0,12.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,19.0,1.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,3.0,19.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,37.0,37.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,12.0,12.0,9.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,1.0,37.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,37.0,38.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,37.0,38.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,1.0,1.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,4.0,1.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,38.0,19.0,9.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,1.0,38.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,4.0,1.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,1.0,1.0,9.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,38.0,38.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,38.0,38.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,19.0,37.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,1.0,38.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,12.0,38.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,19.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,19.0,19.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,19.0,19.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,1.0,19.0,191.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,3.0,2.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,19.0,19.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,30.0,19.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,19.0,19.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,14.0,13.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,37.0,37.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,38.0,1.0,9.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,19.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,4.0,19.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
2.0,0.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,51.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
2.0,0.0,41.0,38.0,37.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1.0,5.0,5.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,1.0,19.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,19.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,38.0,19.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,1.0,19.0,9.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,24.0,0.0,7.0,5.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,1.0,38.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,19.0,38.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,1.0,37.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,19.0,38.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,37.0,37.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,37.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,1.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1.0
5.0,1.0,1.0,19.0,19.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,19.0,19.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,16.2,0.3,-0.92,1.0
1.0,1.0,1.0,38.0,38.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,37.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,2.0,1.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,1.0,19.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,16.2,0.3,-0.92,1.0
1.0,1.0,1.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,19.0,37.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,19.0,19.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1.0
1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,38.0,37.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
2.0,0.0,1.0,37.0,37.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,37.0,37.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,1.0,19.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,10.0,6.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,37.0,19.0,9.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,1.0,1.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,34.0,37.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,19.0,37.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,8.9,1.4,3.51,1.0
1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,3.0,2.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,38.0,37.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,1.0,38.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,8.0,6.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,38.0,38.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,37.0,37.0,9.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,37.0,19.0,5.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,1.0,38.0,5.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,0.0,1.0,37.0,37.0,9.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,12.4,0.5,1.79,1.0
1.0,1.0,1.0,19.0,38.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,19.0,19.0,9.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,1.0,3.0,5.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,19.0,19.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,5.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,27.0,0.0,8.0,5.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,0.0,1.0,19.0,37.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,1.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,37.0,37.0,9.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,42.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,1.0,19.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
2.0,0.0,1.0,34.0,34.0,99.0,99.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
2.0,0.0,1.0,37.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,0.0,0.0,13.9,-0.3,0.79,1.0
1.0,1.0,1.0,1.0,42.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,1.0,38.0,9.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,9.0,6.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,19.0,38.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,1.0,0.0,13.9,-0.3,0.79,0.0
1.0,0.0,1.0,19.0,37.0,6.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,37.0,37.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,34.0,34.0,90.0,90.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1.0
1.0,1.0,1.0,19.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,1.0,37.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,1.0,38.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,2.0,38.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,2.0,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,19.0,1.0,90.0,90.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,1.0,19.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,37.0,37.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,19.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,1.0,1.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
